#model_type   : LSTM
#input_length : 33
#input_dim    : 10
#num_classes  : 10
#num_hidden   : 128
#batch_size   : 128
#learn_rate   : 0.001
#train_steps  : 800
#max_norm     : 10.0
#train_step accuracy loss
0 0.003663171548396349
1 0.0037959087640047073
2 0.003925020340830088
3 0.004071085248142481
4 0.004204035736620426
5 0.004357263445854187
6 0.004528919700533152
7 0.004703063517808914
8 0.0048746876418590546
9 0.005080629605799913
10 0.005281140096485615
11 0.00549182016402483
12 0.005724193528294563
13 0.005990166217088699
14 0.006247456651180983
15 0.006531814578920603
16 0.006823553703725338
17 0.007136253174394369
18 0.007481357082724571
19 0.007854847237467766
20 0.00828109122812748
21 0.00871729850769043
22 0.009231582283973694
23 0.009787574410438538
24 0.01040023285895586
25 0.011092176660895348
26 0.011873232200741768
27 0.012801527045667171
28 0.013879426755011082
29 0.015345464460551739
30 0.01742599532008171
31 0.020770320668816566
32 0.02712424285709858
