#model_type   : RNN
#input_length : 33
#input_dim    : 10
#num_classes  : 10
#num_hidden   : 128
#batch_size   : 128
#learn_rate   : 0.001
#train_steps  : 800
#max_norm     : 10.0
#train_step accuracy loss
0 0.012397103942930698
1 0.012373199686408043
2 0.012463188730180264
3 0.01282944343984127
4 0.013473298400640488
5 0.013719344511628151
6 0.014624986797571182
7 0.015466914512217045
8 0.016409797593951225
9 0.01756727695465088
10 0.019229218363761902
11 0.020847933366894722
12 0.022185102105140686
13 0.02373649738729
14 0.02553032897412777
15 0.027481557801365852
16 0.03052031248807907
17 0.03429355472326279
18 0.036311276257038116
19 0.03912251442670822
20 0.043504949659109116
21 0.04754104092717171
22 0.05050920695066452
23 0.05464179068803787
24 0.060378819704055786
25 0.06469053030014038
26 0.06887296587228775
27 0.07255302369594574
28 0.0779813826084137
29 0.08469223231077194
30 0.09086629003286362
31 0.10014110058546066
32 0.10965459048748016
